TrackID,TrackState,Filtered,timestamp,xPos,xSpeed,yPos,ySpeed,Sensor
0,ZOMBIE,0,17:38:31684.0,NaN,NaN,Radar
2,CONFIRMED,1,17:38:31766,3277813.78169,-12.4132942209,Radar
2,CONFIRMED,0,17:38:31766,3277813.8247,-12.4,Radar
2,CONFIRMED,1,17:38:31887,3277811.59861,-12.4665743817,Radar
2,CONFIRMED,0,17:38:31887,3277812.6087,-12.5,Radar
2,CONFIRMED,1,17:38:32154,3277808.87973,-12.4904585354,Radar
2,CONFIRMED,0,17:38:32154,3277808.8327,-12.5,Radar
2,CONFIRMED,1,17:38:32368,3277806.27569,-12.5051211973,Radar
2,CONFIRMED,0,17:38:32368,3277806.3367,-12.5,Radar
3,CONFIRMED,1,17:38:32368,3277846.91657,-13.8069096353,Radar
3,CONFIRMED,0,17:38:32368,3277848.1287,-13.8,Radar
2,CONFIRMED,1,17:38:32589,3277803.67752,-12.502158068,Radar
2,CONFIRMED,0,17:38:32589,3277803.7767,-12.5,Radar
3,CONFIRMED,1,17:38:32589,3277843.9817,-13.8085719018,Radar
3,CONFIRMED,0,17:38:32589,3277844.9927,-13.8,Radar
2,CONFIRMED,1,17:38:32762,3277801.08489,-12.5125440452,Radar
2,CONFIRMED,0,17:38:32762,3277801.2807,-12.5,Radar
3,CONFIRMED,1,17:38:32763,3277841.19506,-13.8829654815,Radar
3,CONFIRMED,0,17:38:32763,3277842.1767,-13.9,Radar
2,CONFIRMED,1,17:38:32902,3277798.61352,-12.4611430105,Radar
2,CONFIRMED,0,17:38:32902,3277799.3607,-12.5,Radar
3,CONFIRMED,1,17:38:32902,3277838.95415,-13.8452643573,Radar
3,CONFIRMED,0,17:38:32902,3277840.1287,-13.8,Radar
2,CONFIRMED,1,17:38:33168,3277796.15098,-12.4180285851,Radar
2,CONFIRMED,0,17:38:33168,3277796.1607,-12.4,Radar
3,CONFIRMED,1,17:38:33168,3277836.01426,-13.8465209265,Radar
3,CONFIRMED,0,17:38:33168,3277836.7367,-13.8,Radar
2,CONFIRMED,1,17:38:33302,3277793.66187,-12.4319064238,Radar
2,CONFIRMED,0,17:38:33302,3277795.0087,-12.4,Radar
3,CONFIRMED,1,17:38:33302,3277833.65164,-13.8310445998,Radar
3,CONFIRMED,0,17:38:33302,3277835.2647,-13.8,Radar
2,CONFIRMED,1,17:38:33583,3277791.22727,-12.3943109936,Radar
2,CONFIRMED,0,17:38:33583,3277791.1047,-12.4,Radar
3,CONFIRMED,1,17:38:33583,3277830.8136,-13.7668700632,Radar
3,CONFIRMED,0,17:38:33583,3277830.9127,-13.7,Radar
2,CONFIRMED,1,17:38:33774,3277788.85222,-12.3009803227,Radar
2,CONFIRMED,0,17:38:33774,3277788.5447,-12.3,Radar
3,CONFIRMED,1,17:38:33774,3277827.89016,-13.6275079793,Radar
3,CONFIRMED,0,17:38:33774,3277828.2247,-13.6,Radar
2,CONFIRMED,1,17:38:33975,3277786.49569,-12.2145316707,Radar
2,CONFIRMED,0,17:38:33975,3277786.1127,-12.2,Radar
3,CONFIRMED,1,17:38:33976,3277825.18644,-13.6373822158,Radar
3,CONFIRMED,0,17:38:33976,3277825.4087,-13.6,Radar
2,CONFIRMED,1,17:38:34178,3277784.06935,-12.1255526702,Radar
2,CONFIRMED,0,17:38:34178,3277783.7447,-12.1,Radar
3,CONFIRMED,1,17:38:34178,3277822.61925,-13.5323713987,Radar
3,CONFIRMED,0,17:38:34178,3277822.7207,-13.5,Radar
2,CONFIRMED,1,17:38:34319,3277781.64286,-12.0161221764,Radar
2,CONFIRMED,0,17:38:34319,3277781.9527,-12.0,Radar
3,CONFIRMED,1,17:38:34319,3277819.88671,-13.538775935,Radar
3,CONFIRMED,0,17:38:34319,3277820.8007,-13.5,Radar
2,CONFIRMED,1,17:38:34599,3277779.14263,-11.8533053399,Radar
2,CONFIRMED,0,17:38:34599,3277778.9447,-11.8,Radar
3,CONFIRMED,1,17:38:34599,3277817.2118,-13.5135468618,Radar
3,CONFIRMED,0,17:38:34599,3277817.4087,-13.5,Radar
2,CONFIRMED,1,17:38:34718,3277776.82158,-11.7625506441,Radar
2,CONFIRMED,0,17:38:34718,3277777.7927,-11.8,Radar
3,CONFIRMED,1,17:38:34718,3277814.77956,-13.414691408,Radar
3,CONFIRMED,0,17:38:34718,3277816.1287,-13.4,Radar
2,CONFIRMED,1,17:38:34890,3277774.45936,-11.7160512122,Radar
2,CONFIRMED,0,17:38:34890,3277775.6167,-11.7,Radar
3,CONFIRMED,1,17:38:34890,3277812.26148,-13.3779864982,Radar
3,CONFIRMED,0,17:38:34890,3277813.3767,-13.4,Radar
2,CONFIRMED,1,17:38:35091,3277772.17871,-11.6109147909,Radar
2,CONFIRMED,0,17:38:35091,3277773.5047,-11.6,Radar
3,CONFIRMED,1,17:38:35091,3277809.65846,-13.2578078545,Radar
3,CONFIRMED,0,17:38:35091,3277810.5607,-13.2,Radar
2,CONFIRMED,1,17:38:35292,3277769.84237,-11.5315823391,Radar
2,CONFIRMED,0,17:38:35292,3277771.1367,-11.5,Radar
3,CONFIRMED,1,17:38:35292,3277807.05153,-13.1955882975,Radar
3,CONFIRMED,0,17:38:35292,3277807.8087,-13.2,Radar
2,CONFIRMED,1,17:38:35498,3277767.55571,-11.5244755603,Radar
2,CONFIRMED,0,17:38:35498,3277768.7687,-11.5,Radar
3,CONFIRMED,1,17:38:35498,3277804.4573,-13.0992779563,Radar
3,CONFIRMED,0,17:38:35498,3277805.1207,-13.1,Radar
2,CONFIRMED,1,17:38:35697,3277765.22466,-11.415102368,Radar
2,CONFIRMED,0,17:38:35697,3277766.4647,-11.4,Radar
3,CONFIRMED,1,17:38:35697,3277801.80637,-13.0062641401,Radar
3,CONFIRMED,0,17:38:35697,3277802.4967,-13.0,Radar
2,CONFIRMED,1,17:38:35944,3277763.14469,-11.3043581502,Radar
2,CONFIRMED,0,17:38:35944,3277764.0967,-11.3,Radar
3,CONFIRMED,1,17:38:35944,3277799.15492,-12.9323523468,Radar
3,CONFIRMED,0,17:38:35944,3277799.8727,-12.9,Radar
2,CONFIRMED,1,17:38:36145,3277760.96298,-11.2499530508,Radar
2,CONFIRMED,0,17:38:36145,3277761.9847,-11.2,Radar
3,CONFIRMED,1,17:38:36145,3277796.4976,-12.836584974,Radar
3,CONFIRMED,0,17:38:36145,3277797.3127,-12.8,Radar
2,CONFIRMED,1,17:38:36350,3277758.71725,-11.1444942125,Radar
2,CONFIRMED,0,17:38:36350,3277759.8727,-11.1,Radar
3,CONFIRMED,1,17:38:36350,3277793.9984,-12.7144385677,Radar
3,CONFIRMED,0,17:38:36350,3277794.8807,-12.7,Radar
2,CONFIRMED,1,17:38:36551,3277756.56759,-10.9603920276,Radar
2,CONFIRMED,0,17:38:36551,3277757.7607,-10.9,Radar
3,CONFIRMED,1,17:38:36551,3277791.47544,-12.6218604621,Radar
3,CONFIRMED,0,17:38:36551,3277792.4487,-12.6,Radar
2,CONFIRMED,1,17:38:36714,3277754.44676,-10.8330319556,Radar
2,CONFIRMED,0,17:38:36714,3277755.5847,-10.8,Radar
3,CONFIRMED,1,17:38:36714,3277788.93522,-12.6435548303,Radar
3,CONFIRMED,0,17:38:36714,3277789.9527,-12.6,Radar
2,CONFIRMED,1,17:38:36914,3277752.41643,-10.7253047735,Radar
2,CONFIRMED,0,17:38:36914,3277753.3447,-10.7,Radar
3,CONFIRMED,1,17:38:36914,3277786.41464,-12.5308197181,Radar
3,CONFIRMED,0,17:38:36914,3277787.3927,-12.5,Radar
2,CONFIRMED,1,17:38:37125,3277750.30868,-10.621274995,Radar
2,CONFIRMED,0,17:38:37125,3277751.2327,-10.6,Radar
3,CONFIRMED,1,17:38:37125,3277783.88672,-12.4174501695,Radar
3,CONFIRMED,0,17:38:37125,3277784.8967,-12.4,Radar
2,CONFIRMED,1,17:38:37331,3277748.19348,-10.4602567039,Radar
2,CONFIRMED,0,17:38:37331,3277749.1847,-10.4,Radar
3,CONFIRMED,1,17:38:37331,3277781.45538,-12.3353043507,Radar
3,CONFIRMED,0,17:38:37331,3277782.5927,-12.3,Radar
2,CONFIRMED,1,17:38:37521,3277746.17639,-10.3366549156,Radar
2,CONFIRMED,0,17:38:37521,3277746.9447,-10.3,Radar
3,CONFIRMED,1,17:38:37521,3277779.01565,-12.1983657343,Radar
3,CONFIRMED,0,17:38:37521,3277780.0327,-12.2,Radar
2,CONFIRMED,1,17:38:37755,3277744.13814,-10.1613909742,Radar
2,CONFIRMED,0,17:38:37755,3277745.0247,-10.1,Radar
3,CONFIRMED,1,17:38:37755,3277776.72311,-12.1049085464,Radar
3,CONFIRMED,0,17:38:37755,3277777.7287,-12.1,Radar
2,CONFIRMED,1,17:38:37939,3277742.28174,-10.0018651909,Radar
2,CONFIRMED,0,17:38:37939,3277743.1047,-10.0,Radar
3,CONFIRMED,1,17:38:37939,3277774.31709,-12.0152841081,Radar
3,CONFIRMED,0,17:38:37939,3277775.3607,-12.0,Radar
2,CONFIRMED,1,17:38:38144,3277740.36522,-9.86195013899,Radar
2,CONFIRMED,0,17:38:38144,3277741.2487,-9.8,Radar
3,CONFIRMED,1,17:38:38144,3277772.08462,-11.925396327,Radar
3,CONFIRMED,0,17:38:38144,3277773.0567,-11.9,Radar
2,CONFIRMED,1,17:38:38301,3277738.40131,-9.64669887616,Radar
2,CONFIRMED,0,17:38:38301,3277739.7767,-9.6,Radar
3,CONFIRMED,1,17:38:38301,3277769.75945,-11.8072164421,Radar
3,CONFIRMED,0,17:38:38301,3277771.2647,-11.8,Radar
2,CONFIRMED,1,17:38:38527,3277736.43864,-9.46263256668,Radar
2,CONFIRMED,0,17:38:38527,3277737.2167,-9.4,Radar
3,CONFIRMED,1,17:38:38527,3277767.52865,-11.7115178103,Radar
3,CONFIRMED,0,17:38:38527,3277768.2567,-11.7,Radar
2,CONFIRMED,1,17:38:38733,3277734.55424,-9.30127951041,Radar
2,CONFIRMED,0,17:38:38733,3277735.2967,-9.2,Radar
3,CONFIRMED,1,17:38:38733,3277765.30165,-11.5952695834,Radar
3,CONFIRMED,0,17:38:38733,3277765.8887,-11.6,Radar
2,CONFIRMED,1,17:38:38907,3277732.72626,-9.16264153215,Radar
2,CONFIRMED,0,17:38:38907,3277733.7607,-9.1,Radar
3,CONFIRMED,1,17:38:38907,3277763.0343,-11.5951727938,Radar
3,CONFIRMED,0,17:38:38907,3277764.1607,-11.6,Radar
2,CONFIRMED,1,17:38:39100,3277730.96519,-8.87069859846,Radar
2,CONFIRMED,0,17:38:39100,3277731.9687,-8.8,Radar
3,CONFIRMED,1,17:38:39100,3277760.75004,-11.5426305207,Radar
3,CONFIRMED,0,17:38:39100,3277761.8567,-11.5,Radar
2,CONFIRMED,1,17:38:39301,3277729.26538,-8.657966634,Radar
2,CONFIRMED,0,17:38:39301,3277730.3687,-8.6,Radar
3,CONFIRMED,1,17:38:39301,3277758.61938,-11.433907814,Radar
3,CONFIRMED,0,17:38:39301,3277759.6167,-11.4,Radar
2,CONFIRMED,1,17:38:39532,3277727.53274,-8.44613678381,Radar
2,CONFIRMED,0,17:38:39532,3277728.7047,-8.4,Radar
3,CONFIRMED,1,17:38:39532,3277756.34841,-11.3347540556,Radar
3,CONFIRMED,0,17:38:39532,3277757.4407,-11.3,Radar
2,CONFIRMED,1,17:38:39730,3277725.98825,-8.17676894013,Radar
2,CONFIRMED,0,17:38:39730,3277727.0407,-8.1,Radar
3,CONFIRMED,1,17:38:39730,3277754.21487,-11.229678359,Radar
3,CONFIRMED,0,17:38:39730,3277755.0727,-11.2,Radar
2,CONFIRMED,1,17:38:39923,3277724.49761,-7.91289468431,Radar
2,CONFIRMED,0,17:38:39923,3277725.6327,-7.8,Radar
3,CONFIRMED,1,17:38:39923,3277752.05324,-11.2150304891,Radar
3,CONFIRMED,0,17:38:39923,3277752.7687,-11.2,Radar
2,CONFIRMED,1,17:38:40116,3277722.99609,-7.5828907496,Radar
2,CONFIRMED,0,17:38:40116,3277724.0967,-7.5,Radar
3,CONFIRMED,1,17:38:40116,3277749.86217,-11.0739536235,Radar
3,CONFIRMED,0,17:38:40116,3277750.5927,-11.0,Radar
2,CONFIRMED,1,17:38:40316,3277721.59528,-7.38173364628,Radar
2,CONFIRMED,0,17:38:40316,3277722.7527,-7.3,Radar
3,CONFIRMED,1,17:38:40316,3277747.7057,-10.9809001947,Radar
3,CONFIRMED,0,17:38:40316,3277748.4807,-11.0,Radar
2,CONFIRMED,1,17:38:40517,3277720.09812,-7.16157337049,Radar
2,CONFIRMED,0,17:38:40517,3277721.2807,-7.1,Radar
3,CONFIRMED,1,17:38:40517,3277745.48232,-10.9548474616,Radar
3,CONFIRMED,0,17:38:40517,3277746.0487,-10.9,Radar
2,CONFIRMED,1,17:38:40725,3277718.66499,-6.96082516639,Radar
2,CONFIRMED,0,17:38:40725,3277719.8727,-6.9,Radar
3,CONFIRMED,1,17:38:40725,3277743.37828,-10.8219105812,Radar
3,CONFIRMED,0,17:38:40725,3277743.9367,-10.8,Radar
2,CONFIRMED,1,17:38:40926,3277717.30732,-6.65884562445,Radar
2,CONFIRMED,0,17:38:40926,3277718.4647,-6.6,Radar
3,CONFIRMED,1,17:38:40926,3277741.27168,-10.718538455,Radar
3,CONFIRMED,0,17:38:40926,3277741.7607,-10.7,Radar
2,CONFIRMED,1,17:38:41129,3277716.0466,-6.43853295228,Radar
2,CONFIRMED,0,17:38:41129,3277717.1847,-6.4,Radar
3,CONFIRMED,1,17:38:41129,3277739.17025,-10.6076475128,Radar
3,CONFIRMED,0,17:38:41129,3277739.4567,-10.6,Radar
2,CONFIRMED,1,17:38:41333,3277714.67244,-6.41355371157,Radar
2,CONFIRMED,0,17:38:41333,3277715.7767,-6.4,Radar
3,CONFIRMED,1,17:38:41333,3277737.04925,-10.5248926282,Radar
3,CONFIRMED,0,17:38:41333,3277737.2167,-10.5,Radar
2,CONFIRMED,1,17:38:41549,3277713.50389,-5.89787720712,Radar
2,CONFIRMED,0,17:38:41549,3277714.3687,-5.8,Radar
3,CONFIRMED,1,17:38:41549,3277734.96665,-10.4936282275,Radar
3,CONFIRMED,0,17:38:41549,3277735.1047,-10.5,Radar
2,CONFIRMED,1,17:38:41781,3277712.3487,-5.63846876025,Radar
2,CONFIRMED,0,17:38:41781,3277713.0247,-5.6,Radar
3,CONFIRMED,1,17:38:41781,3277732.9076,-10.3435400403,Radar
3,CONFIRMED,0,17:38:41781,3277733.1847,-10.3,Radar
2,CONFIRMED,1,17:38:41906,3277711.38236,-5.35829561612,Radar
2,CONFIRMED,0,17:38:41906,3277712.6407,-5.3,Radar
3,CONFIRMED,1,17:38:41906,3277730.85468,-10.2421465297,Radar
3,CONFIRMED,0,17:38:41906,3277732.0967,-10.2,Radar
2,CONFIRMED,1,17:38:42142,3277710.30638,-5.25262398543,Radar
2,CONFIRMED,0,17:38:42142,3277711.5527,-5.2,Radar
3,CONFIRMED,1,17:38:42142,3277728.85177,-10.1499460464,Radar
3,CONFIRMED,0,17:38:42142,3277730.1767,-10.1,Radar
2,CONFIRMED,1,17:38:42324,3277709.31514,-5.04677208822,Radar
2,CONFIRMED,0,17:38:42324,3277710.5287,-5.0,Radar
3,CONFIRMED,1,17:38:42324,3277726.88836,-9.91695660063,Radar
3,CONFIRMED,0,17:38:42324,3277728.3847,-9.9,Radar
2,CONFIRMED,1,17:38:42548,3277708.37517,-4.57204685925,Radar
2,CONFIRMED,0,17:38:42548,3277708.9287,-4.4,Radar
3,CONFIRMED,1,17:38:42548,3277724.95514,-9.73806453955,Radar
3,CONFIRMED,0,17:38:42548,3277725.1847,-9.7,Radar
2,CONFIRMED,1,17:38:42797,3277707.56621,-4.13674588106,Radar
2,CONFIRMED,0,17:38:42797,3277707.9687,-4.0,Radar
3,CONFIRMED,1,17:38:42765,3277723.08854,-9.45429120695,Radar
3,CONFIRMED,0,17:38:42765,3277723.3287,-9.4,Radar
2,CONFIRMED,1,17:38:42997.0,3277706.73802,-4.14516934839,Radar
2,CONFIRMED,0,17:38:42997.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:42949,3277721.30807,-8.99794813864,Radar
3,CONFIRMED,0,17:38:42949,3277721.4727,-8.8,Radar
2,CONFIRMED,1,17:38:43197.0,3277705.90156,-4.21933832267,Radar
2,CONFIRMED,0,17:38:43197.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:43152,3277719.59667,-8.78916412082,Radar
3,CONFIRMED,0,17:38:43152,3277719.8727,-8.7,Radar
2,CONFIRMED,1,17:38:43397.0,3277705.05356,-4.26071065128,Radar
2,CONFIRMED,0,17:38:43397.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:43356,3277717.82022,-8.44346396852,Radar
3,CONFIRMED,0,17:38:43356,3277718.1447,-8.3,Radar
2,CONFIRMED,1,17:38:43597.0,3277704.19803,-4.29454069481,Radar
2,CONFIRMED,0,17:38:43597.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:43557,3277716.14299,-8.18904130131,Radar
3,CONFIRMED,0,17:38:43557,3277716.3527,-8.1,Radar
2,ZOMBIE,1,17:38:43797.0,3277703.34103,-4.27547569826,Radar
2,ZOMBIE,0,17:38:43797.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:43767,3277714.46462,-7.90577669437,Radar
3,CONFIRMED,0,17:38:43767,3277714.9447,-7.8,Radar
2,ZOMBIE,1,17:38:43997.0,3277702.48715,-4.26334981449,Radar
2,ZOMBIE,0,17:38:43997.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:43972,3277713.04038,-7.40757464107,Radar
3,CONFIRMED,0,17:38:43972,3277713.1527,-7.3,Radar
2,ZOMBIE,1,17:38:44197.0,3277701.63831,-4.22508387882,Radar
2,ZOMBIE,0,17:38:44197.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:44110,3277711.72609,-6.86632286887,Radar
3,CONFIRMED,0,17:38:44110,3277712.1287,-6.7,Radar
2,ZOMBIE,1,17:38:44397.0,3277700.7995,-4.16299392782,Radar
2,ZOMBIE,0,17:38:44397.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:44367,3277710.41067,-6.53876953317,Radar
3,CONFIRMED,0,17:38:44367,3277710.5927,-6.4,Radar
2,ZOMBIE,1,17:38:44597.0,3277699.95916,-4.2403610403,Radar
2,ZOMBIE,0,17:38:44597.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:44574,3277709.14542,-6.22517157622,Radar
3,CONFIRMED,0,17:38:44574,3277709.1847,-6.1,Radar
3,CONFIRMED,1,17:38:44719,3277707.92154,-5.89475140242,Radar
3,CONFIRMED,0,17:38:44719,3277708.2887,-5.8,Radar
3,CONFIRMED,1,17:38:44920,3277706.79954,-5.55740182983,Radar
3,CONFIRMED,0,17:38:44920,3277707.1367,-5.5,Radar
3,CONFIRMED,1,17:38:45116,3277705.73921,-5.14358291325,Radar
3,CONFIRMED,0,17:38:45116,3277706.1767,-5.0,Radar
3,CONFIRMED,1,17:38:45336,3277704.77155,-4.61114287142,Radar
3,CONFIRMED,0,17:38:45336,3277705.2167,-4.5,Radar
3,CONFIRMED,1,17:38:45535,3277703.95269,-4.13569894236,Radar
3,CONFIRMED,0,17:38:45535,3277704.3847,-4.0,Radar
3,CONFIRMED,1,17:38:45735.0,3277703.12032,-4.1880211489,Radar
3,CONFIRMED,0,17:38:45735.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:45935.0,3277702.28647,-4.15053496193,Radar
3,CONFIRMED,0,17:38:45935.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:46135.0,3277701.45961,-4.11805873326,Radar
3,CONFIRMED,0,17:38:46135.0,NaN,NaN,Radar
3,CONFIRMED,1,17:38:46335.0,3277700.64122,-4.06580214492,Radar
3,CONFIRMED,0,17:38:46335.0,NaN,NaN,Radar
3,ZOMBIE,1,17:38:46535.0,3277699.83064,-4.04004796043,Radar
3,ZOMBIE,0,17:38:46535.0,NaN,NaN,Radar
3,ZOMBIE,1,17:38:46735.0,3277699.02081,-4.05817401958,Radar
3,ZOMBIE,0,17:38:46735.0,NaN,NaN,Radar
3,ZOMBIE,1,17:38:46935.0,3277698.21569,-3.99301867899,Radar
3,ZOMBIE,0,17:38:46935.0,NaN,NaN,Radar
3,ZOMBIE,1,17:38:47135.0,3277697.42291,-3.93481776198,Radar
3,ZOMBIE,0,17:38:47135.0,NaN,NaN,Radar
3,ZOMBIE,1,17:38:47335.0,3277696.63026,-3.9916771426,Radar
3,ZOMBIE,0,17:38:47335.0,NaN,NaN,Radar
4,CONFIRMED,1,17:38:53193,3277693.0879,-4.62142581422,Radar
4,CONFIRMED,0,17:38:53193,3277692.9287,-4.6,Radar
4,CONFIRMED,1,17:38:53331,3277692.28646,-4.76828192476,Radar
4,CONFIRMED,0,17:38:53331,3277692.2247,-4.8,Radar
4,CONFIRMED,1,17:38:53532,3277691.34299,-4.62797271268,Radar
4,CONFIRMED,0,17:38:53532,3277691.3287,-4.6,Radar
4,CONFIRMED,1,17:38:53734,3277690.39665,-4.38019609789,Radar
4,CONFIRMED,0,17:38:53734,3277690.7527,-4.3,Radar
4,CONFIRMED,1,17:38:53938,3277689.67265,-4.34075608623,Radar
4,CONFIRMED,0,17:38:53938,3277689.9207,-4.3,Radar
4,CONFIRMED,1,17:38:54142,3277688.79271,-4.29459372784,Radar
4,CONFIRMED,0,17:38:54142,3277689.0247,-4.3,Radar
4,CONFIRMED,1,17:38:54346,3277687.93277,-4.2736640819,Radar
4,CONFIRMED,0,17:38:54346,3277688.1287,-4.3,Radar
4,CONFIRMED,1,17:38:54547,3277687.05298,-4.28843322977,Radar
4,CONFIRMED,0,17:38:54547,3277687.2967,-4.3,Radar
4,CONFIRMED,1,17:38:54751,3277686.17419,-4.29196081436,Radar
4,CONFIRMED,0,17:38:54751,3277686.4007,-4.3,Radar
5,CONFIRMED,1,17:38:54751,3277694.53973,-4.82301957074,Radar
5,CONFIRMED,0,17:38:54751,3277695.0407,-4.9,Radar
4,CONFIRMED,1,17:38:54951.0,3277685.32018,-4.24811215396,Radar
4,CONFIRMED,0,17:38:54951.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:54954,3277693.50789,-4.8796655363,Radar
5,CONFIRMED,0,17:38:54954,3277693.9527,-4.9,Radar
4,CONFIRMED,1,17:38:55151.0,3277684.46986,-4.25512662358,Radar
4,CONFIRMED,0,17:38:55151.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:55230,3277692.47094,-5.13423936713,Radar
5,CONFIRMED,0,17:38:55230,3277692.9287,-5.2,Radar
4,CONFIRMED,1,17:38:55351.0,3277683.61693,-4.27412131983,Radar
4,CONFIRMED,0,17:38:55351.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:55339,3277691.90195,-5.10605056189,Radar
5,CONFIRMED,0,17:38:55339,3277692.2247,-5.1,Radar
4,CONFIRMED,1,17:38:55551.0,3277682.75813,-4.31392031036,Radar
4,CONFIRMED,0,17:38:55551.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:55536,3277690.92287,-4.95253998116,Radar
5,CONFIRMED,0,17:38:55536,3277691.3927,-4.9,Radar
4,ZOMBIE,1,17:38:55751.0,3277681.89194,-4.3479904967,Radar
4,ZOMBIE,0,17:38:55751.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:55740,3277690.09404,-4.94396209151,Radar
5,CONFIRMED,0,17:38:55740,3277690.5607,-4.9,Radar
4,ZOMBIE,1,17:38:55951.0,3277681.02141,-4.35723896039,Radar
4,ZOMBIE,0,17:38:55951.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:55944,3277689.22937,-5.2629807902,Radar
5,CONFIRMED,0,17:38:55944,3277689.7927,-5.4,Radar
4,ZOMBIE,1,17:38:56151.0,3277680.14601,-4.39684880509,Radar
4,ZOMBIE,0,17:38:56151.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:56226,3277688.2702,-5.05984146353,Radar
5,CONFIRMED,0,17:38:56226,3277688.7687,-5.0,Radar
4,ZOMBIE,1,17:38:56351.0,3277679.25652,-4.49796472368,Radar
4,ZOMBIE,0,17:38:56351.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:56334,3277687.10074,-5.01413937658,Radar
5,CONFIRMED,0,17:38:56334,3277688.2567,-5.0,Radar
4,ZOMBIE,1,17:38:56551.0,3277678.35623,-4.50493938271,Radar
4,ZOMBIE,0,17:38:56551.0,NaN,NaN,Radar
5,CONFIRMED,1,17:38:56530,3277685.95828,-5.02460412344,Radar
5,CONFIRMED,0,17:38:56530,3277687.2327,-5.0,Radar
5,CONFIRMED,1,17:38:56731,3277684.94874,-4.98783622724,Radar
5,CONFIRMED,0,17:38:56731,3277686.2087,-5.0,Radar
5,CONFIRMED,1,17:38:56933,3277684.05667,-5.02407393721,Radar
5,CONFIRMED,0,17:38:56933,3277685.1847,-5.0,Radar
5,CONFIRMED,1,17:38:57136,3277683.20302,-5.01342077733,Radar
5,CONFIRMED,0,17:38:57136,3277684.1607,-5.0,Radar
5,CONFIRMED,1,17:38:57344,3277682.26722,-4.97189495347,Radar
5,CONFIRMED,0,17:38:57344,3277683.1367,-5.0,Radar
5,CONFIRMED,1,17:38:57541,3277681.37041,-4.98200109722,Radar
